Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration (s),Distance (m),Mean speed (m/s),Path efficiency,Q1 : entries,Q1 : time (s),Q1 : distance (m),Q2 : entries,Q2 : time (s),Q2 : distance (m),Q3 : entries,Q3 : time (s),Q3 : distance (m),Q4 : entries,Q4 : time (s),Q4 : distance (m),Platform : entries,Platform : CIPL (m·s)
155,8,A,A,Spatial,15,Pool,11/4/2023,8.9,1.874,0.211,0.452,1,1.6,0.420,2,5.8,1.087,1,1.5,0.367,0,0.0,0.000,1,4.53
156,8,A,A,Spatial,16,Pool,11/4/2023,13.2,3.454,0.261,0.330,2,9.1,2.375,1,0.9,0.195,1,2.7,0.749,1,0.5,0.136,1,2.60
157,9,A,A,Spatial,15,Pool,11/4/2023,28.3,8.765,0.310,0.071,4,15.3,4.447,2,2.1,0.770,3,4.1,1.369,4,6.7,2.178,1,11.28
158,9,A,A,Spatial,16,Pool,11/4/2023,6.7,2.298,0.342,0.312,1,0.9,0.274,1,2.4,0.883,1,2.4,0.800,1,0.9,0.342,1,3.69
159,10,A,A,Spatial,15,Pool,11/4/2023,60.0,13.177,0.220,0.069,2,16.1,3.915,5,20.3,4.230,4,21.7,4.257,1,1.9,0.775,0,40.74
160,10,A,A,Spatial,16,Pool,11/4/2023,41.6,12.130,0.291,0.066,5,12.8,3.911,4,15.2,3.938,2,2.1,0.555,3,11.5,3.726,1,21.25
161,1,A,A,Spatial,17,Pool,11/4/2023,5.2,1.698,0.327,0.752,1,2.0,0.500,0,0.0,0.000,1,1.3,0.395,1,1.9,0.803,1,0.86
162,1,A,A,Spatial,18,Pool,11/4/2023,6.0,2.079,0.345,0.346,1,0.9,0.259,0,0.0,0.000,0,0.0,0.000,1,5.1,1.820,1,3.42
163,2,A,A,Spatial,17,Pool,11/4/2023,35.8,11.710,0.327,0.051,4,13.7,3.896,4,11.6,4.057,2,3.6,1.467,2,6.8,2.291,1,18.23
164,2,A,A,Spatial,18,Pool,11/4/2023,36.3,7.898,0.218,0.118,2,1.2,0.284,4,24.0,5.598,2,11.1,2.017,0,0.0,0.000,1,26.79
165,3,A,A,Spatial,17,Pool,11/4/2023,35.4,10.037,0.284,0.078,3,10.4,2.949,3,8.1,1.793,2,9.2,2.634,2,7.7,2.661,1,23.58
166,3,A,A,Spatial,18,Pool,11/4/2023,4.7,1.439,0.306,0.846,1,1.3,0.355,0,0.0,0.000,1,1.2,0.381,1,2.1,0.703,1,0.60
167,4,A,A,Spatial,17,Pool,11/4/2023,5.8,1.865,0.320,0.549,1,0.8,0.263,1,0.4,0.163,1,2.3,0.773,1,2.3,0.666,1,2.83
168,4,A,A,Spatial,18,Pool,11/4/2023,3.9,1.292,0.332,0.839,1,1.1,0.310,1,0.5,0.224,1,2.3,0.758,0,0.0,0.000,1,0.56
169,5,A,A,Spatial,17,Pool,11/4/2023,25.0,8.012,0.321,0.084,3,6.8,2.432,3,5.0,1.320,3,7.9,2.493,3,5.4,1.768,1,16.24
170,5,A,A,Spatial,18,Pool,11/4/2023,20.4,6.221,0.305,0.111,2,7.1,2.304,3,8.3,2.469,1,5.1,1.448,0,0.0,0.000,1,9.95
171,6,A,A,Spatial,17,Pool,11/4/2023,60.0,16.157,0.269,0.023,6,20.3,4.771,4,13.5,3.664,2,6.1,1.869,4,20.1,5.854,0,35.16
172,6,A,A,Spatial,18,Pool,11/4/2023,12.8,3.465,0.270,0.316,2,4.4,1.221,1,6.3,1.522,1,2.1,0.722,0,0.0,0.000,1,5.11
173,7,A,A,Spatial,17,Pool,11/4/2023,2.5,0.803,0.317,0.986,1,0.8,0.240,1,1.7,0.563,0,0.0,0.000,0,0.0,0.000,1,0.07
174,7,A,A,Spatial,18,Pool,11/4/2023,3.6,1.120,0.307,0.909,1,1.3,0.375,1,0.2,0.058,1,2.2,0.687,0,0.0,0.000,1,0.28
175,8,A,A,Spatial,17,Pool,11/4/2023,9.0,1.864,0.206,0.633,1,1.2,0.323,0,0.0,0.000,2,5.8,0.970,2,2.0,0.571,1,4.58
176,8,A,A,Spatial,18,Pool,11/4/2023,30.8,7.993,0.259,0.120,3,9.7,2.536,3,8.7,2.484,2,10.9,2.618,2,1.5,0.355,1,18.78
177,9,A,A,Spatial,17,Pool,11/4/2023,6.1,1.478,0.241,0.340,1,6.1,1.478,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,1.31
178,9,A,A,Spatial,18,Pool,11/4/2023,3.5,1.218,0.345,0.855,1,1.2,0.377,0,0.0,0.000,1,2.3,0.841,1,0.0,0.000,1,0.44
179,10,A,A,Spatial,17,Pool,11/4/2023,49.5,12.586,0.254,0.102,3,14.9,3.320,4,14.1,3.039,4,9.7,3.047,2,10.8,3.179,1,27.66
180,10,A,A,Spatial,18,Pool,11/4/2023,60.0,14.120,0.235,0.095,4,22.6,5.578,3,5.0,1.060,1,12.4,2.322,4,20.1,5.160,0,36.33
