Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration (s),Distance (m),Mean speed (m/s),Path efficiency,Q1 : entries,Q1 : time (s),Q1 : distance (m),Q2 : entries,Q2 : time (s),Q2 : distance (m),Q3 : entries,Q3 : time (s),Q3 : distance (m),Q4 : entries,Q4 : time (s),Q4 : distance (m),Platform : entries,Platform : CIPL (m·s)
255,9,A,A,Spatial,15,Pool,9/27/2023,13.3,3.578,0.270,0.256,1,3.6,0.748,1,1.5,0.492,1,3.2,1.147,1,4.9,1.191,1,6.29
256,9,A,A,Spatial,16,Pool,9/27/2023,4.7,1.483,0.314,0.587,1,2.9,0.832,0,0.0,0.000,0,0.0,0.000,1,1.8,0.652,1,0.92
257,10,A,A,Spatial,15,Pool,9/27/2023,60.0,17.331,0.289,0.087,5,20.8,6.542,3,17.6,4.891,3,9.7,2.866,4,11.9,3.031,0,
258,10,A,A,Spatial,16,Pool,9/27/2023,5.8,1.608,0.277,0.451,1,0.9,0.298,1,4.9,1.310,0,0.0,0.000,0,0.0,0.000,1,2.29
273,1,A,A,Spatial,17,Pool,9/27/2023,3.7,1.303,0.355,0.833,1,1.2,0.345,1,1.7,0.775,1,0.7,0.183,0,0.0,0.000,1,0.36
274,1,A,A,Spatial,18,Pool,9/27/2023,2.4,0.723,0.305,0.919,1,0.8,0.275,0,0.0,0.000,0,0.0,0.000,1,1.5,0.448,1,0.19
275,2,A,A,Spatial,17,Pool,9/27/2023,23.4,7.476,0.320,0.057,3,16.5,5.527,2,3.1,0.862,1,1.6,0.425,1,2.1,0.662,1,6.02
276,2,A,A,Spatial,18,Pool,9/27/2023,60.0,17.313,0.289,0.079,6,17.3,4.745,5,14.1,4.099,5,18.4,5.422,5,10.2,3.048,0,
277,3,A,A,Spatial,17,Pool,9/27/2023,7.3,1.947,0.268,0.292,2,5.6,1.466,1,1.6,0.481,0,0.0,0.000,0,0.0,0.000,1,1.77
278,3,A,A,Spatial,18,Pool,9/27/2023,2.8,0.936,0.331,0.953,1,0.7,0.175,1,1.1,0.431,1,1.1,0.330,0,0.0,0.000,1,0.09
279,4,A,A,Spatial,17,Pool,9/27/2023,8.9,3.140,0.352,0.342,2,1.9,0.513,2,3.6,1.328,1,1.9,0.812,1,1.6,0.488,1,3.67
280,4,A,A,Spatial,18,Pool,9/27/2023,5.6,1.458,0.262,0.843,1,1.3,0.350,1,2.5,0.952,1,1.7,0.156,0,0.0,0.000,1,1.26
281,5,A,A,Spatial,17,Pool,9/27/2023,34.5,10.048,0.291,0.094,4,9.2,2.518,2,5.5,1.869,2,5.9,1.828,4,14.0,3.832,1,19.02
282,5,A,A,Spatial,18,Pool,9/27/2023,2.7,0.687,0.257,0.923,1,1.4,0.371,1,1.2,0.316,0,0.0,0.000,0,0.0,0.000,1,0.10
283,6,A,A,Spatial,17,Pool,9/27/2023,60.0,16.223,0.270,0.045,3,12.8,3.672,4,14.0,4.439,3,25.1,5.796,3,8.1,2.316,0,
284,6,A,A,Spatial,18,Pool,9/27/2023,60.0,13.876,0.231,0.055,1,2.3,0.612,4,11.1,2.215,6,38.5,9.203,3,8.1,1.847,0,
285,7,A,A,Spatial,17,Pool,9/27/2023,8.1,2.563,0.317,0.412,2,2.4,0.725,1,2.2,0.597,1,1.1,0.441,2,2.4,0.800,1,2.71
286,7,A,A,Spatial,18,Pool,9/27/2023,13.7,4.044,0.296,0.208,2,8.7,2.487,1,3.7,1.129,0,0.0,0.000,1,1.3,0.428,1,3.38
287,8,A,A,Spatial,17,Pool,9/27/2023,9.6,2.464,0.258,0.441,1,6.1,1.420,1,3.4,1.045,0,0.0,0.000,0,0.0,0.000,1,2.03
288,8,A,A,Spatial,18,Pool,9/27/2023,26.0,6.544,0.251,0.179,3,8.5,2.220,2,10.0,2.294,1,3.7,1.096,1,3.7,0.933,1,11.47
289,9,A,A,Spatial,17,Pool,9/27/2023,12.9,3.803,0.295,0.328,1,8.3,2.257,0,0.0,0.000,1,2.1,0.616,1,2.5,0.930,1,3.50
290,9,A,A,Spatial,18,Pool,9/27/2023,40.7,12.304,0.303,0.081,4,18.4,5.585,3,13.2,3.694,2,5.2,1.725,3,3.8,1.299,1,20.41
291,10,A,A,Spatial,17,Pool,9/27/2023,53.0,14.858,0.281,0.047,5,17.6,4.414,3,15.5,4.115,2,7.1,2.391,4,12.8,3.939,1,29.55
292,10,A,A,Spatial,18,Pool,9/27/2023,14.6,4.865,0.333,0.231,2,4.6,1.487,1,1.5,0.527,2,5.0,1.606,2,3.5,1.246,1,6.72
307,1,A,A,Spatial,19,Pool,9/28/2023,3.0,1.002,0.338,0.803,1,1.6,0.518,1,1.4,0.484,0,0.0,0.000,0,0.0,0.000,1,0.31
308,1,A,A,Spatial,20,Pool,9/28/2023,31.0,9.875,0.318,0.127,4,9.1,2.969,3,13.9,4.121,2,1.9,0.648,2,6.1,2.137,1,14.03
309,2,A,A,Spatial,19,Pool,9/28/2023,24.3,6.415,0.264,0.174,3,12.7,3.084,4,7.9,2.147,2,2.5,0.879,1,1.2,0.305,1,7.69
310,2,A,A,Spatial,20,Pool,9/28/2023,17.9,5.128,0.286,0.169,2,10.8,2.991,2,4.5,1.246,1,2.3,0.726,1,0.4,0.166,1,5.67
311,3,A,A,Spatial,19,Pool,9/28/2023,11.4,2.767,0.243,0.141,1,11.3,2.767,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,2.14
312,3,A,A,Spatial,20,Pool,9/28/2023,16.7,5.557,0.333,0.070,3,7.2,2.179,2,4.0,1.292,1,2.3,0.901,1,3.2,1.185,1,7.79
313,4,A,A,Spatial,19,Pool,9/28/2023,8.1,2.397,0.297,0.404,2,2.7,0.653,3,4.7,1.484,1,0.7,0.260,0,0.0,0.000,1,2.28
314,4,A,A,Spatial,20,Pool,9/28/2023,33.4,10.434,0.312,0.114,4,10.6,2.902,3,10.8,3.465,3,9.0,3.101,3,3.0,0.966,1,14.91
315,5,A,A,Spatial,19,Pool,9/28/2023,2.5,0.628,0.252,0.884,1,1.1,0.302,1,1.4,0.325,0,0.0,0.000,0,0.0,0.000,1,0.16
316,5,A,A,Spatial,20,Pool,9/28/2023,8.5,2.374,0.281,0.480,1,1.5,0.408,1,2.0,0.533,2,4.4,1.266,1,0.5,0.167,1,3.06
317,6,A,A,Spatial,19,Pool,9/28/2023,60.0,14.292,0.238,0.035,3,9.7,2.940,4,14.8,4.119,4,28.3,5.449,2,7.2,1.784,0,
318,6,A,A,Spatial,20,Pool,9/28/2023,60.0,11.461,0.191,0.107,1,4.8,1.401,3,10.9,2.228,4,36.8,6.058,2,7.5,1.775,0,
319,7,A,A,Spatial,19,Pool,9/28/2023,3.5,0.886,0.250,0.874,1,1.2,0.301,1,2.3,0.585,0,0.0,0.000,0,0.0,0.000,1,0.36
320,7,A,A,Spatial,20,Pool,9/28/2023,18.6,5.547,0.299,0.220,2,5.1,1.391,1,0.7,0.226,2,6.5,2.306,3,6.3,1.623,1,7.88
321,8,A,A,Spatial,19,Pool,9/28/2023,60.0,12.573,0.210,0.113,2,11.2,2.136,4,25.0,4.887,3,13.2,2.882,2,10.7,2.667,0,
322,8,A,A,Spatial,20,Pool,9/28/2023,60.0,10.438,0.174,0.100,5,31.7,5.678,2,16.5,2.923,0,0.0,0.000,3,11.8,1.837,0,
323,9,A,A,Spatial,19,Pool,9/28/2023,3.9,0.904,0.229,0.525,1,3.9,0.904,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.70
324,9,A,A,Spatial,20,Pool,9/28/2023,6.6,2.126,0.321,0.513,1,1.9,0.450,1,2.4,0.971,1,2.4,0.706,0,0.0,0.000,1,2.73
325,10,A,A,Spatial,19,Pool,9/28/2023,5.4,1.458,0.271,0.504,1,3.7,1.005,0,0.0,0.000,0,0.0,0.000,1,1.6,0.453,1,1.03
326,10,A,A,Spatial,20,Pool,9/28/2023,12.9,4.808,0.372,0.247,2,4.0,1.561,1,3.6,1.248,2,2.7,0.929,2,2.7,1.070,1,5.51
341,1,A,A,Spatial,21,Pool,9/28/2023,10.1,3.533,0.349,0.360,1,1.1,0.267,2,5.5,1.956,2,3.6,1.310,0,0.0,0.000,1,4.60
342,1,A,A,Spatial,22,Pool,9/28/2023,32.0,10.577,0.330,0.101,3,12.9,4.054,4,7.5,2.574,3,7.7,2.655,2,3.9,1.295,1,15.33
343,2,A,A,Spatial,21,Pool,9/28/2023,7.4,2.375,0.323,0.400,2,3.2,1.010,2,1.5,0.436,1,0.9,0.396,1,1.7,0.532,1,1.86
344,2,A,A,Spatial,22,Pool,9/28/2023,6.5,1.732,0.266,0.620,1,2.9,0.698,1,3.6,1.034,0,0.0,0.000,0,0.0,0.000,1,1.35
345,3,A,A,Spatial,21,Pool,9/28/2023,4.4,1.207,0.274,0.361,1,4.4,1.207,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.85
346,3,A,A,Spatial,22,Pool,9/28/2023,8.8,2.867,0.324,0.243,2,4.0,1.264,2,4.8,1.603,0,0.0,0.000,0,0.0,0.000,1,2.84
347,4,A,A,Spatial,21,Pool,9/28/2023,3.8,1.095,0.291,0.879,1,1.6,0.382,0,0.0,0.000,1,1.0,0.212,1,1.2,0.501,1,0.11
348,4,A,A,Spatial,22,Pool,9/28/2023,7.1,2.315,0.326,0.275,2,4.4,1.381,1,2.5,0.882,0,0.0,0.000,1,0.1,0.051,1,1.92
349,5,A,A,Spatial,21,Pool,9/28/2023,15.6,4.583,0.293,0.138,3,10.5,3.114,2,2.7,0.714,0,0.0,0.000,1,2.4,0.755,1,4.16
350,5,A,A,Spatial,22,Pool,9/28/2023,17.3,5.542,0.320,0.202,1,5.3,1.641,1,3.7,1.037,3,6.3,2.139,2,2.0,0.725,1,8.44
351,6,A,A,Spatial,21,Pool,9/28/2023,9.7,3.242,0.334,0.224,1,0.8,0.221,1,3.6,1.177,1,4.0,1.347,1,1.3,0.497,1,7.29
352,6,A,A,Spatial,22,Pool,9/28/2023,56.4,15.533,0.275,0.026,5,18.5,5.435,5,13.8,4.188,3,19.7,4.560,3,4.4,1.350,1,35.39
353,7,A,A,Spatial,21,Pool,9/28/2023,10.2,2.958,0.289,0.427,2,5.2,1.221,1,0.3,0.105,1,2.8,1.066,1,2.0,0.566,1,1.82
354,7,A,A,Spatial,22,Pool,9/28/2023,3.8,1.259,0.333,0.864,1,0.9,0.296,0,0.0,0.000,1,2.3,0.761,1,0.5,0.202,1,0.56
355,8,A,A,Spatial,21,Pool,9/28/2023,6.9,1.666,0.243,0.790,1,2.0,0.522,0,0.0,0.000,1,4.6,1.046,1,0.3,0.098,1,1.89
356,8,A,A,Spatial,22,Pool,9/28/2023,4.6,1.325,0.290,0.675,1,1.1,0.321,0,0.0,0.000,0,0.0,0.000,1,3.5,1.003,1,1.33
357,9,A,A,Spatial,21,Pool,9/28/2023,48.8,12.781,0.262,0.076,7,29.7,7.605,6,11.8,3.204,1,0.3,0.098,2,7.0,1.874,1,17.76
358,9,A,A,Spatial,22,Pool,9/28/2023,12.3,3.402,0.277,0.371,2,4.5,1.184,0,0.0,0.000,1,3.7,1.137,1,4.0,1.081,1,4.11
359,10,A,A,Spatial,21,Pool,9/28/2023,1.7,0.468,0.270,0.815,1,1.7,0.468,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.08
360,10,A,A,Spatial,22,Pool,9/28/2023,43.1,12.760,0.296,0.058,5,19.6,5.079,4,15.4,4.837,1,3.2,1.220,2,4.9,1.625,1,21.65
375,1,A,A,Spatial,23,Pool,9/28/2023,10.5,3.301,0.316,0.374,1,0.8,0.241,1,8.3,2.598,1,1.4,0.462,0,0.0,0.000,1,4.36
376,1,A,A,Spatial,24,Pool,9/28/2023,35.4,10.408,0.294,0.053,7,15.8,4.859,3,6.6,1.546,0,0.0,0.000,3,12.9,4.002,1,15.06
377,2,A,A,Spatial,23,Pool,9/28/2023,2.9,0.984,0.337,0.730,1,1.1,0.373,1,1.8,0.610,0,0.0,0.000,0,0.0,0.000,1,0.42
378,2,A,A,Spatial,24,Pool,9/28/2023,5.9,1.842,0.313,0.592,1,3.1,0.787,1,2.8,1.055,0,0.0,0.000,0,0.0,0.000,1,0.78
379,3,A,A,Spatial,23,Pool,9/28/2023,7.8,2.058,0.265,0.351,2,4.7,1.375,2,3.1,0.684,0,0.0,0.000,0,0.0,0.000,1,1.76
380,3,A,A,Spatial,24,Pool,9/28/2023,23.0,7.017,0.305,0.179,4,4.1,1.164,5,13.5,4.103,3,5.0,1.649,1,0.4,0.101,1,10.90
381,4,A,A,Spatial,23,Pool,9/28/2023,4.9,1.455,0.299,0.636,1,2.4,0.690,0,0.0,0.000,0,0.0,0.000,1,2.4,0.765,1,0.90
382,4,A,A,Spatial,24,Pool,9/28/2023,5.4,1.551,0.286,0.659,1,3.3,0.867,1,2.1,0.684,0,0.0,0.000,0,0.0,0.000,1,0.30
383,5,A,A,Spatial,23,Pool,9/28/2023,12.8,3.778,0.295,0.253,2,10.6,3.024,1,0.5,0.153,0,0.0,0.000,1,1.6,0.601,1,1.91
384,5,A,A,Spatial,24,Pool,9/28/2023,7.6,1.917,0.252,0.400,2,5.6,1.391,2,2.0,0.526,0,0.0,0.000,0,0.0,0.000,1,1.33
385,6,A,A,Spatial,23,Pool,9/28/2023,10.6,3.617,0.341,0.083,2,6.2,1.901,1,4.4,1.716,0,0.0,0.000,0,0.0,0.000,1,4.11
386,6,A,A,Spatial,24,Pool,9/28/2023,9.1,2.930,0.321,0.273,1,0.8,0.255,1,3.5,0.949,1,3.9,1.363,1,0.9,0.363,1,6.34
387,7,A,A,Spatial,23,Pool,9/28/2023,3.4,1.046,0.306,0.857,1,1.7,0.522,1,1.7,0.523,0,0.0,0.000,0,0.0,0.000,1,0.27
388,7,A,A,Spatial,24,Pool,9/28/2023,10.8,3.571,0.330,0.271,3,5.2,1.596,1,1.1,0.406,0,0.0,0.000,2,4.5,1.569,1,3.08
389,8,A,A,Spatial,23,Pool,9/28/2023,5.3,1.514,0.283,0.710,1,0.9,0.291,1,4.4,1.223,0,0.0,0.000,0,0.0,0.000,1,1.80
390,8,A,A,Spatial,24,Pool,9/28/2023,38.3,8.065,0.211,0.141,4,24.3,5.037,2,6.9,1.438,1,3.4,1.020,2,3.6,0.569,1,11.94
391,9,A,A,Spatial,23,Pool,9/28/2023,14.5,4.877,0.337,0.262,1,4.2,1.079,2,6.0,2.201,2,4.2,1.596,0,0.0,0.000,1,6.16
392,9,A,A,Spatial,24,Pool,9/28/2023,6.9,2.135,0.310,0.360,1,5.5,1.740,1,1.4,0.395,0,0.0,0.000,0,0.0,0.000,1,1.49
393,10,A,A,Spatial,23,Pool,9/28/2023,4.2,1.360,0.322,0.536,1,2.0,0.629,0,0.0,0.000,0,0.0,0.000,1,2.2,0.731,1,1.19
394,10,A,A,Spatial,24,Pool,9/28/2023,2.2,0.712,0.326,0.977,1,0.8,0.238,0,0.0,0.000,0,0.0,0.000,1,1.4,0.474,1,0.04
409,1,A,A,Probe,1,Pool,9/28/2023,60.0,18.196,0.303,0.029,11,27.6,8.472,5,9.4,3.040,3,6.6,1.735,5,15.3,4.578,3,0.50
410,2,A,A,Probe,1,Pool,9/28/2023,60.0,17.305,0.288,0.082,15,33.2,9.288,7,14.5,4.285,2,3.8,1.357,2,4.1,1.243,7,9.20
411,3,A,A,Probe,1,Pool,9/28/2023,60.0,17.880,0.298,0.072,8,17.3,5.231,4,17.2,5.085,4,11.7,3.279,6,12.8,3.939,2,1.51
412,4,A,A,Probe,1,Pool,9/28/2023,60.0,17.814,0.297,0.060,7,10.8,3.144,9,27.6,7.649,6,16.4,5.222,3,4.7,1.636,1,0.70
413,5,A,A,Probe,1,Pool,9/28/2023,60.0,16.468,0.274,0.077,10,32.6,8.245,4,14.9,4.162,2,5.7,1.887,4,5.4,1.739,3,11.87
414,6,A,A,Probe,1,Pool,9/28/2023,60.0,18.619,0.310,0.079,8,26.5,7.965,5,13.5,4.192,4,11.5,3.234,4,7.7,2.986,2,9.55
415,7,A,A,Probe,1,Pool,9/28/2023,60.0,17.244,0.287,0.080,11,29.8,8.535,6,10.2,3.035,4,8.1,2.683,5,10.6,2.576,4,1.79
416,8,A,A,Probe,1,Pool,9/28/2023,60.0,12.445,0.207,0.084,7,21.3,4.235,6,15.9,3.051,3,13.6,3.312,2,8.5,1.767,2,8.75
417,9,A,A,Probe,1,Pool,9/28/2023,60.0,15.960,0.266,0.100,7,37.2,9.171,5,12.9,3.314,2,4.8,1.715,2,4.9,1.688,1,0.38
418,10,A,A,Probe,1,Pool,9/28/2023,60.0,16.642,0.277,0.047,9,23.0,6.625,5,12.7,3.489,4,14.0,3.765,4,8.5,2.267,4,1.01
